sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (m);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-1.874;1.275;15.398;0.0729;1.8118;9.6375;1.7313;0.5191;-5.7492;19.69;3.49;-40.26;296.92;-10.65;-0.43;5.0;;;;NaN;;;;0 / 0;264029;2022-01-06 16:23:36:642
1.6271;1.338;11.5511;-0.4979;1.2623;9.7123;-0.1278;0.0445;-5.9507;16.86;-0.41;-40.74;289.21;-6.5;4.51;5.0;;;;NaN;;;;0 / 0;264529;2022-01-06 16:23:37:142
-2.259;1.8041;12.9161;0.1886;1.5495;9.6816;0.7456;-0.9723;-4.078;18.71;2.21;-40.26;289.84;-8.1;-2.55;5.0;;;;NaN;;;;0 / 0;265029;2022-01-06 16:23:37:642
0.473;1.6391;13.176;0.053;2.0594;9.5878;-0.124;0.4931;-4.5501;18.19;-4.91;-41.4;277.68;-10.13;0.9;5.0;;;;NaN;;;;0 / 0;265529;2022-01-06 16:23:38:142
-1.397;1.991;15.266;0.1427;2.0966;9.5789;1.4217;0.1597;-5.6864;21.0;0.11;-39.54;291.45;-12.34;-0.85;5.0;;;;NaN;;;;0 / 0;266029;2022-01-06 16:23:38:642
0.155;1.7711;14.354;-0.0666;1.4183;9.7033;-0.2573;-0.5022;-4.135;19.8;-0.6;-41.04;282.01;-6.87;1.77;5.0;;;;NaN;;;;0 / 0;266529;2022-01-06 16:23:39:142
-0.363;2.175;13.6001;0.6674;1.2622;9.7022;1.2939;-0.9443;-2.3927;19.26;4.8;-40.8;291.54;-5.26;-3.99;5.0;;;;NaN;;;;0 / 0;267029;2022-01-06 16:23:39:642
-0.45;2.759;12.221;-0.7177;0.7795;9.7492;-0.1846;-2.5;1.7494;19.09;2.7;-41.4;291.73;-4.56;4.21;5.0;;;;NaN;;;;0 / 0;267529;2022-01-06 16:23:40:142
-0.7181;2.082;9.885;0.5384;1.4596;9.6825;0.6065;-0.6516;-1.5543;18.11;3.6;-41.89;292.94;-6.41;-3.04;5.0;;;;NaN;;;;0 / 0;268029;2022-01-06 16:23:40:642
1.3331;3.24;7.58;-0.3519;1.35;9.7069;-1.6617;-1.8395;2.129;16.01;0.41;-43.14;293.93;-8.93;1.14;5.0;;;;NaN;;;;0 / 0;268529;2022-01-06 16:23:41:142
0.54;2.81;6.144;1.1112;1.3538;9.649;-0.0995;-0.6781;5.0743;16.14;-1.61;-42.96;281.05;-7.92;-4.38;5.0;;;;NaN;;;;0 / 0;269030;2022-01-06 16:23:41:643
0.038;2.8361;6.735;-0.3393;1.6233;9.6654;0.1298;0.2652;1.6834;18.0;-2.64;-41.46;286.46;-11.0;1.63;5.0;;;;NaN;;;;0 / 0;269529;2022-01-06 16:23:42:142
-0.8209;1.778;5.72;0.9383;1.6039;9.629;1.7597;-0.2401;3.9336;14.81;-1.14;-42.66;286.82;-9.41;-5.57;5.0;;;;NaN;;;;0 / 0;270029;2022-01-06 16:23:42:642
-0.0139;2.118;5.141;-0.434;1.0924;9.736;-0.039;-0.4331;4.3014;16.39;-1.91;-42.54;284.73;-7.66;1.96;5.0;;;;NaN;;;;0 / 0;270529;2022-01-06 16:23:43:142
0.102;1.788;6.45;0.5002;1.433;9.6885;-0.7308;-0.2593;3.5121;16.74;-8.1;-41.94;266.35;-9.34;-1.34;5.0;;;;NaN;;;;0 / 0;271030;2022-01-06 16:23:43:643
-0.4451;0.21;6.024;-0.4391;1.7263;9.6435;0.0651;2.2436;-0.5963;19.56;-7.14;-40.86;274.42;-11.51;1.81;5.0;;;;NaN;;;;0 / 0;271529;2022-01-06 16:23:44:142
0.533;1.742;5.84;0.0636;1.7759;9.6443;-1.8385;-1.0168;1.7699;20.1;-10.09;-42.54;267.39;-11.89;0.36;5.0;;;;NaN;;;;0 / 0;272029;2022-01-06 16:23:44:642
-0.368;-0.019;9.359;-0.1833;2.2118;9.5522;2.0194;2.7722;0.6742;24.24;-8.64;-42.84;274.49;-14.36;-0.35;5.0;;;;NaN;;;;0 / 0;272529;2022-01-06 16:23:45:142
0.6941;-0.0641;7.508;0.1404;1.6388;9.6677;0.4673;2.4151;-0.1525;19.39;-12.3;-41.7;257.07;-10.2;-0.09;5.0;;;;NaN;;;;0 / 0;273029;2022-01-06 16:23:45:642
-2.5391;-0.296;12.434;-0.3934;2.1125;9.5683;2.14;2.3986;-2.8534;21.9;-10.8;-39.84;264.52;-12.3;-0.33;5.0;;;;NaN;;;;0 / 0;273529;2022-01-06 16:23:46:142
-1.0001;-1.1681;11.8121;-0.1727;1.7889;9.6406;-0.4991;2.3771;-4.0449;18.71;-15.24;-38.46;247.05;-10.51;1.03;5.0;;;;NaN;;;;0 / 0;274029;2022-01-06 16:23:46:642
-1.3451;2.0171;12.114;-0.1649;1.6538;9.6648;1.1348;-0.3465;-2.447;19.69;-13.39;-38.1;251.83;-9.71;0.98;5.0;;;;NaN;;;;0 / 0;274530;2022-01-06 16:23:47:143
0.7031;-0.7391;16.592;-0.0877;1.834;9.6332;-1.9151;0.4237;-3.0193;14.1;-13.44;-36.19;244.2;-10.25;1.44;5.0;;;;NaN;;;;0 / 0;275030;2022-01-06 16:23:47:643
-0.945;2.178;9.842;-0.0601;1.5166;9.6885;1.5925;-0.7402;-4.5036;11.04;-15.9;-33.3;227.9;-7.66;-3.12;5.0;;;;NaN;;;;0 / 0;275529;2022-01-06 16:23:48:142
-0.9229;1.239;14.2871;-0.3041;1.6709;9.6585;0.5537;0.3833;-4.6071;14.64;-22.31;-33.24;218.42;-8.35;2.77;5.0;;;;NaN;;;;0 / 0;276029;2022-01-06 16:23:48:642
-2.5391;2.984;15.458;-1.0E-4;1.7073;9.6569;1.2597;-1.2364;-4.0291;18.36;-17.4;-33.19;237.09;-7.96;-1.9;5.0;;;;NaN;;;;0 / 0;276529;2022-01-06 16:23:49:142
1.421;5.8661;7.389;-0.7259;2.6574;9.4118;-0.7395;-2.1369;4.0181;14.81;-34.91;-21.79;205.8;-15.72;4.41;5.0;;;;NaN;;;;0 / 0;277029;2022-01-06 16:23:49:642
-4.552;3.975;12.0161;0.8412;4.5934;8.6234;2.5846;-0.5006;-1.442;16.56;-29.7;-27.19;235.15;-29.44;-6.48;5.0;;;;NaN;;;;0 / 0;277529;2022-01-06 16:23:50:142
-0.911;3.6521;8.262;0.0849;2.4395;9.498;0.9834;-1.4861;1.0936;12.6;-24.24;-33.9;221.92;-14.4;-0.51;5.0;;;;NaN;;;;0 / 0;278030;2022-01-06 16:23:50:643
-0.7939;5.648;10.587;0.1257;2.9242;9.3597;2.1065;-1.3166;2.0497;16.56;-24.6;-29.4;223.41;-14.58;-2.07;5.0;;;;NaN;;;;0 / 0;278529;2022-01-06 16:23:51:142
-1.548;4.2551;6.551;-0.9373;3.8004;8.9916;-0.6093;0.5091;4.0199;15.9;-26.94;-26.4;224.9;-22.5;5.65;5.0;;;;NaN;;;;0 / 0;279029;2022-01-06 16:23:51:642
0.062;6.06;8.76;0.3457;4.1318;8.887;1.3945;1.1762;2.9622;14.76;-31.14;-25.26;221.91;-25.42;-1.51;5.0;;;;NaN;;;;0 / 0;279529;2022-01-06 16:23:52:142
-0.05;4.7291;5.3111;-0.8422;5.3674;8.1641;-1.019;0.6763;3.3865;14.04;-37.01;-20.94;212.13;-33.18;5.89;5.0;;;;NaN;;;;0 / 0;280029;2022-01-06 16:23:52:642
-0.447;5.318;4.626;0.5;5.8116;7.8832;0.9019;1.6395;3.5374;14.1;-36.96;-22.5;222.54;-37.09;-3.9;5.0;;;;NaN;;;;0 / 0;280530;2022-01-06 16:23:53:143
-0.021;4.047;4.131;-0.5159;5.9356;7.7893;-0.492;1.806;3.7265;13.69;-37.5;-22.5;222.86;-39.81;2.79;5.0;;;;NaN;;;;0 / 0;281029;2022-01-06 16:23:53:642
-0.519;4.011;4.1501;0.2935;6.0977;7.6747;0.9746;2.2977;2.5263;10.91;-39.49;-21.84;216.42;-40.03;-2.08;5.0;;;;NaN;;;;0 / 0;281530;2022-01-06 16:23:54:143
-0.832;2.783;4.449;-0.2181;5.8607;7.8597;0.6113;2.929;2.7814;11.34;-37.31;-25.8;220.25;-39.33;-0.02;5.0;;;;NaN;;;;0 / 0;282029;2022-01-06 16:23:54:642
-0.485;3.446;6.345;0.1292;5.0849;8.3844;0.6706;1.5669;2.0929;9.66;-37.44;-27.3;210.45;-31.23;-0.88;5.0;;;;NaN;;;;0 / 0;282529;2022-01-06 16:23:55:142
-0.368;3.027;6.051;-0.7857;5.1404;8.3144;-0.4582;2.0553;2.3007;12.24;-38.46;-24.66;210.5;-33.46;3.81;5.0;;;;NaN;;;;0 / 0;283029;2022-01-06 16:23:55:642
0.3491;3.4151;5.768;0.1195;4.7143;8.5983;-1.571;0.7769;1.1994;7.99;-37.61;-27.49;201.97;-30.21;0.52;5.0;;;;NaN;;;;0 / 0;283530;2022-01-06 16:23:56:143
-0.057;2.9531;8.765;-0.7736;4.6881;8.5787;-0.7584;1.6624;-0.1376;12.19;-36.24;-27.66;207.97;-28.56;5.15;5.0;;;;NaN;;;;0 / 0;284029;2022-01-06 16:23:56:642
0.701;4.703;9.009;-0.2071;4.9454;8.4658;-0.9462;0.3148;-1.3677;10.09;-39.0;-24.06;203.68;-30.28;1.4;5.0;;;;NaN;;;;0 / 0;284529;2022-01-06 16:23:57:142
-0.7421;3.396;7.566;-0.7581;5.5203;8.0698;0.0815;1.4582;-2.5233;10.61;-37.74;-25.44;212.43;-36.88;3.27;5.0;;;;NaN;;;;0 / 0;285030;2022-01-06 16:23:57:643
1.484;4.605;9.368;-0.1652;4.9093;8.4877;-1.6362;0.3057;-0.8694;6.36;-37.99;-26.59;194.64;-30.96;2.43;5.0;;;;NaN;;;;0 / 0;285530;2022-01-06 16:23:58:143
-0.761;3.389;10.055;-0.7401;4.9255;8.4476;0.9427;0.4108;-2.1632;8.81;-37.61;-26.51;201.0;-31.35;4.31;5.0;;;;NaN;;;;0 / 0;286029;2022-01-06 16:23:58:642
2.2931;5.055;8.009;-0.3202;5.0853;8.379;-0.1586;-1.5055;-0.5449;4.69;-39.71;-24.24;190.66;-31.24;2.19;5.0;;;;NaN;;;;0 / 0;286530;2022-01-06 16:23:59:143
-1.1891;3.918;9.4691;-0.7489;5.355;8.1813;1.9351;0.4173;-2.4553;10.14;-39.6;-23.76;203.59;-33.85;3.46;5.0;;;;NaN;;;;0 / 0;287029;2022-01-06 16:23:59:642
0.816;5.261;9.332;-0.871;5.0816;8.342;-1.6101;-0.2145;-0.958;7.99;-38.46;-26.16;194.11;-31.23;7.21;5.0;;;;NaN;;;;0 / 0;287529;2022-01-06 16:24:00:142
-0.339;7.671;9.423;-0.5443;4.9762;8.4327;0.1549;-2.6655;2.3973;8.51;-38.34;-26.64;201.46;-29.78;2.92;5.0;;;;NaN;;;;0 / 0;288030;2022-01-06 16:24:00:643
2.7161;3.303;15.374;-0.1081;4.886;8.5021;-2.8315;0.3235;-1.9386;1.86;-36.19;-29.21;185.56;-29.88;0.73;5.0;;;;NaN;;;;0 / 0;288530;2022-01-06 16:24:01:143
-2.053;1.5461;17.61;-0.0919;3.0893;9.3069;2.7065;2.0531;-5.1234;4.5;-29.51;-36.19;195.18;-18.36;0.57;5.0;;;;NaN;;;;0 / 0;289029;2022-01-06 16:24:01:642
3.59;4.0541;10.539;-0.1661;2.5101;9.4785;-1.5983;-1.6851;-0.935;1.5;-30.24;-34.8;182.36;-14.16;1.89;5.0;;;;NaN;;;;0 / 0;289529;2022-01-06 16:24:02:142
1.3901;5.009;10.745;-0.5331;2.3709;9.5008;0.2521;-2.5617;-1.6227;4.26;-28.39;-36.79;187.65;-13.5;2.33;5.0;;;;NaN;;;;0 / 0;290029;2022-01-06 16:24:02:642
-1.0099;-1.503;17.564;0.0427;2.0651;9.5866;0.2275;-0.6304;-5.8399;-1.39;-28.74;-35.94;175.94;-11.19;0.84;5.0;;;;NaN;;;;0 / 0;290529;2022-01-06 16:24:03:142
-3.056;1.5;12.894;-0.2365;2.2747;9.5363;0.2176;-2.2977;-2.8837;2.89;-29.29;-34.5;186.92;-12.25;0.73;5.0;;;;NaN;;;;0 / 0;291030;2022-01-06 16:24:03:643
2.324;3.501;9.576;-0.1289;2.1817;9.56;-0.5375;-0.556;0.3254;-1.26;-28.86;-31.69;175.44;-12.51;1.26;5.0;;;;NaN;;;;0 / 0;291530;2022-01-06 16:24:04:143
0.794;5.993;8.873;0.2283;2.0943;9.5777;2.9932;-1.8011;-2.9394;0.6;-25.86;-25.91;187.01;-11.58;-3.29;5.0;;;;NaN;;;;0 / 0;292030;2022-01-06 16:24:04:643
-1.1629;0.72;14.886;-0.325;1.8348;9.628;-0.5818;0.5012;-1.3726;-2.94;-22.8;-31.14;166.48;-10.78;1.93;5.0;;;;NaN;;;;0 / 0;292529;2022-01-06 16:24:05:142
-2.295;1.5191;16.8341;-0.0376;2.0113;9.5981;1.9003;-1.079;-4.1468;-1.99;-24.79;-36.11;184.85;-11.21;-3.69;5.0;;;;NaN;;;;0 / 0;293029;2022-01-06 16:24:05:642
1.1081;1.1321;15.2111;-0.2572;2.2662;9.5377;-1.314;1.1288;-5.6598;-7.56;-26.1;-37.26;151.37;-12.81;2.18;5.0;;;;NaN;;;;0 / 0;293529;2022-01-06 16:24:06:142
0.093;4.004;10.814;-0.1979;2.0189;9.5945;2.458;0.3845;-5.0201;-7.09;-28.74;-36.71;161.92;-11.96;0.08;5.0;;;;NaN;;;;0 / 0;294029;2022-01-06 16:24:06:642
2.592;1.8551;10.8671;-0.446;2.5603;9.456;-2.0396;-0.5179;1.2021;-14.29;-32.29;-34.39;144.35;-14.79;3.66;5.0;;;;NaN;;;;0 / 0;294529;2022-01-06 16:24:07:142
0.816;5.639;12.2;-0.3614;2.9333;9.3507;-0.0481;-2.8962;1.3964;-2.46;-34.39;-34.74;177.62;-15.75;-1.7;5.0;;;;NaN;;;;0 / 0;295030;2022-01-06 16:24:07:643
3.6311;2.178;13.052;-0.6818;2.4448;9.4725;-2.3909;-1.5024;0.0321;-4.56;-32.94;-34.56;159.52;-15.21;5.84;5.0;;;;NaN;;;;0 / 0;295530;2022-01-06 16:24:08:143
-3.75;-0.1;19.182;-0.8896;2.0532;9.5479;3.8775;2.9658;-6.1836;0.6;-31.74;-36.54;176.6;-12.89;3.66;5.0;;;;NaN;;;;0 / 0;296029;2022-01-06 16:24:08:642
-0.9;0.186;11.216;-0.2954;1.9068;9.615;1.1014;4.3719;-10.8435;-4.44;-29.81;-37.5;165.78;-11.81;2.38;5.0;;;;NaN;;;;0 / 0;296530;2022-01-06 16:24:09:143
-3.4969;-1.0571;18.8831;-0.444;2.2517;9.5343;2.2187;1.1683;0.1024;-0.96;-29.51;-38.04;173.61;-14.56;1.78;5.0;;;;NaN;;;;0 / 0;297029;2022-01-06 16:24:09:642
-0.0551;-0.186;14.378;-0.2403;1.9709;9.6035;-2.6594;-1.3859;-1.4759;-4.26;-29.04;-37.69;164.65;-11.92;2.49;5.0;;;;NaN;;;;0 / 0;297529;2022-01-06 16:24:10:142
-1.79;0.5021;16.92;-0.5299;1.8478;9.6164;1.1548;1.9139;-4.316;0.0;-30.6;-36.84;179.79;-10.64;1.68;5.0;;;;NaN;;;;0 / 0;298030;2022-01-06 16:24:10:643
-0.1721;0.335;12.695;-0.4868;1.9054;9.6074;-0.1629;-0.6033;-4.9691;-1.14;-29.7;-36.66;172.65;-11.2;2.9;5.0;;;;NaN;;;;0 / 0;298530;2022-01-06 16:24:11:143
1.043;3.1331;16.899;-0.4141;1.8294;9.6256;0.8312;-0.5608;-2.4718;-0.9;-28.09;-37.99;173.99;-11.23;1.68;5.0;;;;NaN;;;;0 / 0;299029;2022-01-06 16:24:11:642
2.247;2.036;11.4941;-0.0748;2.1508;9.5676;-2.2743;0.1372;-1.9177;-4.61;-28.61;-37.44;165.26;-11.54;0.83;5.0;;;;NaN;;;;0 / 0;299529;2022-01-06 16:24:12:142
-2.905;2.171;14.723;-0.6501;1.9293;9.593;2.2511;-0.2363;-5.117;-0.84;-27.24;-37.5;172.71;-11.43;2.25;5.0;;;;NaN;;;;0 / 0;300029;2022-01-06 16:24:12:642
1.4021;2.379;11.616;-0.1168;2.148;9.5678;-1.465;-0.1967;-2.042;-12.0;-26.7;-35.76;146.54;-10.37;2.43;5.0;;;;NaN;;;;0 / 0;300529;2022-01-06 16:24:13:142
-2.238;1.718;15.956;0.1669;1.9785;9.6036;2.3429;-0.095;-3.5564;-9.71;-30.24;-36.19;162.13;-10.12;-4.49;5.0;;;;NaN;;;;0 / 0;301029;2022-01-06 16:24:13:642
2.1041;2.472;14.136;0.12;2.2867;9.5356;0.7738;-0.165;-5.4059;-13.14;-32.4;-33.9;153.1;-9.29;1.96;5.0;;;;NaN;;;;0 / 0;301530;2022-01-06 16:24:14:143
-0.5959;3.777;9.84;-0.0213;2.4421;9.4977;2.5764;-0.4344;-3.5092;0.79;-30.36;-34.8;182.59;-14.42;0.13;5.0;;;;NaN;;;;0 / 0;302030;2022-01-06 16:24:14:643
-0.313;-1.184;14.7251;-0.3315;2.2591;9.5371;-1.0821;1.0808;-2.0028;-6.9;-31.8;-34.56;160.46;-13.32;1.99;5.0;;;;NaN;;;;0 / 0;302529;2022-01-06 16:24:15:142
-3.24;2.3;13.052;-0.2575;1.5884;9.6737;1.62;-1.4688;-0.0361;-1.5;-28.44;-36.36;177.45;-8.83;-0.02;5.0;;;;NaN;;;;0 / 0;303030;2022-01-06 16:24:15:643
4.05;3.753;10.6031;-0.6848;2.1861;9.5353;-1.4886;-0.8173;-1.993;-7.09;-29.81;-32.59;155.96;-11.12;5.92;5.0;;;;NaN;;;;0 / 0;303530;2022-01-06 16:24:16:143
-2.441;1.718;15.072;0.1893;2.5928;9.4558;1.4151;0.0322;-4.0284;-1.61;-29.16;-31.86;176.01;-15.33;-1.15;5.0;;;;NaN;;;;0 / 0;304029;2022-01-06 16:24:16:642
2.034;2.19;11.925;-0.2041;2.1129;9.5741;-2.1607;-0.0544;-2.345;-7.91;-27.24;-34.99;157.05;-9.04;3.08;5.0;;;;NaN;;;;0 / 0;304530;2022-01-06 16:24:17:143
-3.291;2.034;15.8621;0.0421;1.752;9.6488;3.1476;1.2208;-8.4799;-5.16;-27.54;-34.74;167.18;-10.29;-0.25;5.0;;;;NaN;;;;0 / 0;305030;2022-01-06 16:24:17:643
-0.5261;1.529;16.35;-0.3047;2.0464;9.5859;-0.686;0.3711;-3.871;-5.29;-30.71;-34.56;164.15;-10.1;3.19;5.0;;;;NaN;;;;0 / 0;305529;2022-01-06 16:24:18:142
-0.971;1.4141;17.006;-0.0619;2.3976;9.5088;1.5709;-0.5396;-3.8167;-4.26;-30.06;-35.46;168.37;-14.15;0.37;5.0;;;;NaN;;;;0 / 0;306029;2022-01-06 16:24:18:642
-1.2319;2.261;16.719;-0.888;2.1517;9.5264;0.3259;-0.1264;-7.183;-3.79;-29.64;-35.29;162.61;-11.96;4.86;5.0;;;;NaN;;;;0 / 0;306529;2022-01-06 16:24:19:142
-1.7089;3.183;9.464;-0.1967;2.366;9.5149;1.6946;0.4925;-3.4001;-2.89;-28.74;-36.06;171.41;-14.08;-0.12;5.0;;;;NaN;;;;0 / 0;307029;2022-01-06 16:24:19:642
-0.035;2.867;13.473;-0.1344;2.1533;9.5664;-0.0811;-0.6631;-3.9138;-7.5;-28.2;-35.34;156.43;-11.41;1.6;5.0;;;;NaN;;;;0 / 0;307529;2022-01-06 16:24:20:142
-2.1799;0.959;20.6831;0.4242;2.0773;9.5747;2.4996;1.0844;-11.0885;-5.94;-25.26;-37.39;165.25;-12.23;-2.54;5.0;;;;NaN;;;;0 / 0;308029;2022-01-06 16:24:20:642
0.114;1.938;15.149;0.0323;2.0581;9.5882;-0.0539;0.1855;-5.5711;-10.39;-28.61;-34.61;154.8;-12.11;-0.19;5.0;;;;NaN;;;;0 / 0;308530;2022-01-06 16:24:21:143
-0.5119;3.59;8.684;0.21;2.5851;9.4575;2.5119;0.3241;-3.945;-6.41;-28.14;-36.79;168.48;-15.48;-3.9;5.0;;;;NaN;;;;0 / 0;309030;2022-01-06 16:24:21:643
0.6431;1.886;15.264;-0.0773;2.0449;9.5908;-1.4932;-0.4809;-1.5876;-11.46;-26.1;-36.36;147.92;-10.46;1.54;5.0;;;;NaN;;;;0 / 0;309529;2022-01-06 16:24:22:142
-1.608;2.735;12.068;0.4079;2.128;9.5643;2.6825;0.2484;-6.4669;-9.24;-27.06;-36.6;157.89;-12.53;-2.44;5.0;;;;NaN;;;;0 / 0;310030;2022-01-06 16:24:22:643
2.4341;1.46;12.9131;0.2159;1.9084;9.6167;-1.0372;0.4919;-3.7176;-14.29;-28.91;-35.94;148.0;-9.8;0.04;5.0;;;;NaN;;;;0 / 0;310529;2022-01-06 16:24:23:142
-2.6299;1.3301;12.4271;0.3481;2.2946;9.5281;0.3076;-0.1292;-0.6714;-6.96;-29.34;-37.09;170.91;-10.69;-6.99;5.0;;;;NaN;;;;0 / 0;311029;2022-01-06 16:24:23:642
-0.433;2.3141;13.629;0.2401;1.8674;9.6242;0.5806;0.124;-3.4513;-11.81;-27.79;-36.96;151.96;-9.67;-0.97;5.0;;;;NaN;;;;0 / 0;311530;2022-01-06 16:24:24:143
-1.776;0.0311;18.9281;-0.4052;2.2826;9.5287;-0.7048;-0.2508;-5.1268;-6.71;-28.09;-37.8;158.09;-13.53;0.57;5.0;;;;NaN;;;;0 / 0;312029;2022-01-06 16:24:24:642
3.083;2.6921;14.5121;-0.3594;2.1338;9.565;-3.2959;-0.461;-4.9566;-12.41;-30.66;-35.59;149.36;-12.57;2.15;5.0;;;;NaN;;;;0 / 0;312529;2022-01-06 16:24:25:142
-2.714;1.172;13.835;0.0342;2.5942;9.4572;1.2873;0.5512;-1.1803;-3.6;-32.16;-34.5;175.06;-15.56;-3.57;5.0;;;;NaN;;;;0 / 0;313029;2022-01-06 16:24:25:642
0.11;-1.572;14.675;-0.2167;1.8364;9.6307;-1.9651;1.7545;-3.8841;-8.4;-28.86;-35.1;157.91;-10.14;1.82;5.0;;;;NaN;;;;0 / 0;313529;2022-01-06 16:24:26:142
-0.155;1.3181;14.436;0.2228;1.9232;9.6136;2.1986;0.893;-4.8195;-5.34;-26.59;-34.56;168.2;-11.79;-3.23;5.0;;;;NaN;;;;0 / 0;314029;2022-01-06 16:24:26:642
2.525;1.079;11.465;0.0728;1.7685;9.6456;0.208;1.3007;-6.2892;-11.51;-23.7;-34.39;144.97;-10.25;0.56;5.0;;;;NaN;;;;0 / 0;314530;2022-01-06 16:24:27:143
-0.809;0.7511;18.5021;-0.2983;1.9672;9.6027;1.4091;-0.7829;-3.1738;-9.41;-24.41;-36.96;149.87;-11.03;0.9;5.0;;;;NaN;;;;0 / 0;315029;2022-01-06 16:24:27:642
-0.8179;1.424;14.505;-0.6072;2.1478;9.5493;0.21;0.7313;-4.9428;-13.56;-25.09;-39.41;134.86;-11.66;4.35;5.0;;;;NaN;;;;0 / 0;315530;2022-01-06 16:24:28:143
-1.3901;1.2491;17.322;-0.3375;2.0627;9.5813;-0.0041;-1.7878;-0.1474;-13.56;-26.1;-40.8;140.25;-12.07;0.3;5.0;;;;NaN;;;;0 / 0;316029;2022-01-06 16:24:28:642
-0.0709;1.383;11.8001;0.0536;2.0898;9.5812;0.2576;0.8019;-2.2353;-21.84;-27.49;-40.26;129.31;-12.3;-0.32;5.0;;;;NaN;;;;0 / 0;316529;2022-01-06 16:24:29:142
-1.6301;2.9801;12.92;0.4202;2.5575;9.458;3.8464;0.7922;-7.096;-17.64;-32.89;-39.9;147.93;-13.38;-5.49;5.0;;;;NaN;;;;0 / 0;317030;2022-01-06 16:24:29:643
3.8531;3.308;9.533;0.2827;2.6969;9.4243;-1.1084;0.2518;-1.4501;-20.59;-35.76;-38.29;142.03;-12.25;0.48;5.0;;;;NaN;;;;0 / 0;317530;2022-01-06 16:24:30:143
-2.07;3.935;11.0531;-0.2467;2.6046;9.4512;1.4213;-0.2475;-7.4104;-5.29;-39.06;-33.49;168.53;-15.4;1.5;5.0;;;;NaN;;;;0 / 0;318030;2022-01-06 16:24:30:643
2.556;3.3191;10.6781;-0.424;2.6115;9.443;-1.7451;-0.7391;0.1812;-2.51;-35.46;-29.94;170.63;-14.35;2.63;5.0;;;;NaN;;;;0 / 0;318529;2022-01-06 16:24:31:142
1.316;4.164;11.2781;0.2433;2.4219;9.4998;1.6419;0.3565;-3.4139;-0.96;-27.41;-33.9;181.88;-14.16;-2.67;5.0;;;;NaN;;;;0 / 0;319029;2022-01-06 16:24:31:642
2.6351;2.4461;12.8531;-0.7629;1.6273;9.6406;-0.756;0.1384;-4.2305;-5.1;-26.94;-34.91;162.5;-7.75;3.23;5.0;;;;NaN;;;;0 / 0;319529;2022-01-06 16:24:32:142
-3.288;4.076;10.2971;0.0481;2.415;9.5045;1.3959;-1.2869;-0.6215;-1.26;-29.46;-32.89;177.61;-14.26;-0.29;5.0;;;;NaN;;;;0 / 0;320029;2022-01-06 16:24:32:642
2.597;2.733;10.005;-0.7359;2.3962;9.4809;-1.6517;0.0536;-4.5612;-7.31;-27.41;-34.31;153.35;-12.07;6.06;5.0;;;;NaN;;;;0 / 0;320529;2022-01-06 16:24:33:142
-2.142;3.413;9.1841;0.3594;2.758;9.404;3.4267;-0.194;-3.8794;-6.79;-29.29;-34.5;165.35;-14.86;-3.31;5.0;;;;NaN;;;;0 / 0;321029;2022-01-06 16:24:33:642
-0.368;1.9481;15.4961;-0.3237;2.3127;9.5246;0.0304;0.9642;-5.9073;-9.41;-29.59;-34.01;155.86;-12.49;1.44;5.0;;;;NaN;;;;0 / 0;321530;2022-01-06 16:24:34:143
-0.8299;2.5181;13.9661;0.3078;2.4454;9.4919;1.5738;2.0996;-3.1906;-6.96;-27.49;-36.96;163.93;-14.24;-3.25;5.0;;;;NaN;;;;0 / 0;322029;2022-01-06 16:24:34:642
-0.835;0.71;17.009;-0.2784;1.8336;9.6297;-0.4986;-0.182;-3.4221;-9.41;-25.44;-37.8;151.27;-9.51;1.66;5.0;;;;NaN;;;;0 / 0;322530;2022-01-06 16:24:35:143
-0.7061;0.081;18.036;0.3567;1.9028;9.6137;0.9967;1.8522;-8.4213;-11.7;-25.09;-38.29;150.93;-9.42;-2.69;5.0;;;;NaN;;;;0 / 0;323029;2022-01-06 16:24:35:642
1.232;2.738;14.955;0.0583;1.7171;9.655;-0.1631;-2.0088;0.1;-15.71;-26.94;-37.26;143.11;-7.81;0.49;5.0;;;;NaN;;;;0 / 0;323529;2022-01-06 16:24:36:142
-2.168;2.4701;16.496;-0.1105;2.3692;9.5155;1.6704;-0.4552;-1.9571;-5.1;-32.46;-35.89;170.7;-12.3;-1.81;5.0;;;;NaN;;;;0 / 0;324030;2022-01-06 16:24:36:643
0.605;2.9681;12.377;-0.4729;1.9489;9.5994;-1.1131;-1.6333;-1.256;-9.49;-30.06;-34.69;154.59;-11.46;2.82;5.0;;;;NaN;;;;0 / 0;324529;2022-01-06 16:24:37:142
